,state,status,latlon,lat,lon
699,CA,19,"(37.5482697, -121.9885719)",37.5482697,-121.9885719
686,CA,265,"(33.6837644, -117.6622499)",33.6837644,-117.6622499
701,CA,19,"(37.876291, -121.271743929931)",37.876291,-121.27174393
700,CA,1,"(37.470882, -119.964952)",37.470882,-119.964952
683,CA,2788,"(38.6779591, -121.1760583)",38.6779591,-121.1760583
666,CA,264,"(34.1591324, -118.5016166)",34.1591324,-118.5016166
702,CA,405,"(36.7295295, -119.708861260756)",36.7295295,-119.708861261
667,CA,1,"(33.7050756, -117.7347094)",33.7050756,-117.7347094
668,CA,21,"(40.396528, -123.9389307)",40.396528,-123.9389307
670,CA,41,"(33.1216751, -117.0814849)",33.1216751,-117.0814849
672,CA,12,"(40.8020712, -124.1636729)",40.8020712,-124.1636729
673,CA,41,"(39.3784978, -123.3413984)",39.3784978,-123.3413984
674,CA,1,"(38.5935173, -120.6604855)",38.5935173,-120.6604855
675,CA,74,"(38.2493581, -122.0399663)",38.2493581,-122.0399663
677,CA,8,"(33.3764196, -117.2511466)",33.3764196,-117.2511466
679,CA,2,"(37.0513364, -122.0732906)",37.0513364,-122.0732906
681,CA,2,"(34.3985613, -118.9125093)",34.3985613,-118.9125093
682,CA,3,"(36.8588376, -120.4560072)",36.8588376,-120.4560072
684,CA,73,"(34.0922335, -117.435048)",34.0922335,-117.435048
703,CA,735,"(33.8708215, -117.9294165)",33.8708215,-117.9294165
732,CA,3,"(35.2688739, -119.0028731)",35.2688739,-119.0028731
705,CA,1,"(38.3012325, -121.331037246621)",38.3012325,-121.331037247
726,CA,1,"(53.174765, -99.269714)",53.174765,-99.269714
727,CA,1,"(34.0339031, -117.3136544)",34.0339031,-117.3136544
728,CA,10,"(38.762173, -121.185033545684)",38.762173,-121.185033546
730,CA,32,"(39.2086655, -121.053123077412)",39.2086655,-121.053123077
731,CA,5,"(37.9485356, -122.5247031)",37.9485356,-122.5247031
665,CA,88,"(33.0369867, -117.2919818)",33.0369867,-117.2919818
725,CA,5,"(34.2962795, -118.505898556896)",34.2962795,-118.505898557
733,CA,2,"(36.9968435, -121.5793325)",36.9968435,-121.5793325
735,CA,1,"(33.6069354, -117.1913007)",33.6069354,-117.1913007
736,CA,4,"(34.971644, -120.5718363)",34.971644,-120.5718363
737,CA,1,"(37.2577171, -120.9988154)",37.2577171,-120.9988154
738,CA,25,"(33.9930677, -117.9686755)",33.9930677,-117.9686755
739,CA,36,"(37.4635519, -122.4285862)",37.4635519,-122.4285862
740,CA,11,"(36.3274502, -119.6456844)",36.3274502,-119.6456844
741,CA,20,"(33.7951998, -118.2908294)",33.7951998,-118.2908294
734,CA,1,"(39.6321323, -104.8847297)",39.6321323,-104.8847297
704,CA,1,"(29.6346892, -82.3735589)",29.6346892,-82.3735589
724,CA,4,"(36.35339, -119.426029066667)",36.35339,-119.426029067
722,CA,583,"(34.4358295, -119.8276389)",34.4358295,-119.8276389
707,CA,125,"(33.7746292, -117.9463717)",33.7746292,-117.9463717
708,CA,535,"(33.888658, -118.307648)",33.888658,-118.307648
709,CA,1,"(38.707687, -122.9024964)",38.707687,-122.9024964
710,CA,1,"(40.551789, -122.246267)",40.551789,-122.246267
712,CA,21,"(37.0065078, -121.5631723)",37.0065078,-121.5631723
723,CA,14,"(36.5066296, -121.4443806)",36.5066296,-121.4443806
715,CA,1545,"(34.142498, -118.248596)",34.142498,-118.248596
716,CA,3,"(34.142498, -118.248596)",34.142498,-118.248596
717,CA,18,"(34.1361187, -117.865339)",34.1361187,-117.865339
719,CA,199,"(38.6248445, -121.2474745899)",38.6248445,-121.24747459
714,CA,7,"(38.355533, -122.5390729)",38.355533,-122.5390729
662,CA,1,"(37.8312515, -122.2851531)",37.8312515,-122.2851531
605,CA,11813,"(37.3230107, -122.0322519)",37.3230107,-122.0322519
607,CA,224,"(33.8248235, -118.0399368)",33.8248235,-118.0399368
608,CA,6,"(32.8814219, -96.7676886)",32.8814219,-96.7676886
609,CA,1,"(37.7057671, -122.4619205)",37.7057671,-122.4619205
610,CA,158,"(37.7057671, -122.4619205)",37.7057671,-122.4619205
611,CA,14,"(33.4669721, -117.6981075)",33.4669721,-117.6981075
612,CA,42,"(37.8215929, -121.9999606)",37.8215929,-121.9999606
614,CA,19,"(32.9594891, -117.2653146)",32.9594891,-117.2653146
615,CA,33,"(35.7688425, -119.2470536)",35.7688425,-119.2470536
616,CA,1,"(37.434026, -120.776838290828)",37.434026,-120.776838291
617,CA,2,"(33.7662834, -118.1248689)",33.7662834,-118.1248689
618,CA,2,"(33.961124, -116.5016784)",33.961124,-116.5016784
619,CA,706,"(34.0286226, -117.8103367)",34.0286226,-117.8103367
620,CA,1,"(34.0286226, -117.8103367)",34.0286226,-117.8103367
613,CA,1129,"(38.545379, -121.7445835)",38.545379,-121.7445835
603,CA,907,"(34.0211224, -118.3964665)",34.0211224,-118.3964665
602,CA,1,"(33.9605701, -118.1853486)",33.9605701,-118.1853486
601,CA,4,"(38.0525612, -122.2202603)",38.0525612,-122.2202603
585,CA,112,"(33.894927, -118.226624)",33.894927,-118.226624
586,CA,421,"(37.9768525, -122.0335624)",37.9768525,-122.0335624
588,CA,223,"(33.8752945, -117.5664449)",33.8752945,-117.5664449
589,CA,16,"(33.599523, -117.8724843)",33.599523,-117.8724843
590,CA,14,"(32.6858854, -117.1830891)",32.6858854,-117.1830891
591,CA,2,"(36.9888428, -121.8068086)",36.9888428,-121.8068086
592,CA,108,"(37.9254806, -122.5274755)",37.9254806,-122.5274755
593,CA,1035,"(33.6633386, -117.903317)",33.6633386,-117.903317
596,CA,3,"(38.3266798, -122.7068441)",38.3266798,-122.7068441
597,CA,1,"(33.6037312, -117.5869581)",33.6037312,-117.5869581
599,CA,113,"(34.1024, -117.854865)",34.1024,-117.854865
600,CA,5,"(41.8528065, -124.149861983096)",41.8528065,-124.149861983
621,CA,4,"(38.6798266, -120.821194227982)",38.6798266,-120.821194228
663,CA,1123,"(37.8314089, -122.2865266)",37.8314089,-122.2865266
622,CA,11,"(36.5432837, -119.3870656)",36.5432837,-119.3870656
624,CA,2,"(33.8793436, -117.762159934023)",33.8793436,-117.762159934
647,CA,791,"(38.67950505, -121.059366048901)",38.67950505,-121.059366049
649,CA,149,"(34.0745997, -118.0534304)",34.0745997,-118.0534304
650,CA,1,"(34.0745997, -118.0534304)",34.0745997,-118.0534304
652,CA,2991,"(33.912594, -118.383179)",33.912594,-118.383179
645,CA,2,"(38.7574137, -120.5276129)",38.7574137,-120.5276129
653,CA,1,"(38.5491858, -121.7061006)",38.5491858,-121.7061006
656,CA,2,"(37.9774476, -122.2949894)",37.9774476,-122.2949894
658,CA,263,"(38.4087993, -121.3716178)",38.4087993,-121.3716178
659,CA,1,"(40.9390816, -116.0361902)",40.9390816,-116.0361902
660,CA,3,"(38.713791, -121.4627326)",38.713791,-121.4627326
661,CA,2,"(32.7167187, -117.081141)",32.7167187,-117.081141
644,CA,10,"(33.8410146, -117.52079778812)",33.8410146,-117.520797788
643,CA,53,"(32.792, -115.5630514)",32.792,-115.5630514
642,CA,35,"(32.7947731, -116.9625269)",32.7947731,-116.9625269
625,CA,3,"(33.6316886, -117.5664362)",33.6316886,-117.5664362
626,CA,18,"(33.9400143, -118.1325688)",33.9400143,-118.1325688
628,CA,308,"(34.1394513, -117.9772873)",34.1394513,-117.9772873
629,CA,1178,"(37.7021521, -121.9357918)",37.7021521,-121.9357918
630,CA,21,"(37.7021521, -121.9357918)",37.7021521,-121.9357918
631,CA,2,"(41.208209, -122.271953)",41.208209,-122.271953
633,CA,2,"(39.62743635, -121.804437480864)",39.62743635,-121.804437481
742,CA,1,"(33.6964011, -117.7755124)",33.6964011,-117.7755124
635,CA,2,"(37.4688273, -122.1410751)",37.4688273,-122.1410751
638,CA,38,"(37.4688273, -122.1410751)",37.4688273,-122.1410751
641,CA,5,"(33.9766799, -117.5598444)",33.9766799,-117.5598444
623,CA,5,"(38.3957125, -121.80901795536)",38.3957125,-121.809017955
743,CA,1,"(33.728805, -118.045351147284)",33.728805,-118.045351147
773,CA,13,"(33.7192808, -116.2188054)",33.7192808,-116.2188054
745,CA,153,"(33.911454, -118.34816)",33.911454,-118.34816
848,CA,96,"(34.0754931, -117.245860115332)",34.0754931,-117.245860115
849,CA,22,"(34.195861, -118.959728)",34.195861,-118.959728
850,CA,3,"(34.653658, -120.457367)",34.653658,-120.457367
851,CA,1,"(33.78538945, -118.158049315311)",33.78538945,-118.158049315
852,CA,1023,"(33.78538945, -118.158049315311)",33.78538945,-118.158049315
854,CA,1,"(36.7014631, -118.7559974)",36.7014631,-118.7559974
847,CA,17,"(38.097198, -121.387849646574)",38.097198,-121.387849647
855,CA,1,"(34.14391585, -118.761143806617)",34.14391585,-118.761143807
857,CA,5,"(33.8038865, -118.0772433)",33.8038865,-118.0772433
858,CA,534,"(37.3790629, -122.116578)",37.3790629,-122.116578
859,CA,23,"(37.3796627, -122.1374637)",37.3796627,-122.1374637
863,CA,12019,"(34.14391585, -118.761143806617)",34.14391585,-118.761143807
864,CA,1,"(34.14391585, -118.761143806617)",34.14391585,-118.761143807
844,CA,8,"(37.3901555, -120.757133710164)",37.3901555,-120.75713371
828,CA,6,"(33.8503463, -118.1171914)",33.8503463,-118.1171914
829,CA,3,"(35.2596833, -118.9142666)",35.2596833,-118.9142666
830,CA,49,"(34.6981064, -118.1366153)",34.6981064,-118.1366153
832,CA,38,"(37.9340915, -122.5352539)",37.9340915,-122.5352539
833,CA,1,"(34.5080438, -120.2290397)",34.5080438,-120.2290397
845,CA,1,"(34.2382865, -118.528229224873)",34.2382865,-118.528229225
835,CA,4,"(43.3974485, -3.8488789)",43.3974485,-3.8488789
837,CA,3,"(32.751576, -117.119881)",32.751576,-117.119881
838,CA,6,"(33.88711, -118.3531481)",33.88711,-118.3531481
839,CA,2,"(39.672754, -123.494036296748)",39.672754,-123.494036297
840,CA,3,"(36.3007835, -119.7829107)",36.3007835,-119.7829107
841,CA,2,"(38.8598295, -121.342392057924)",38.8598295,-121.342392058
842,CA,1,"(36.2030064, -119.08816)",36.2030064,-119.08816
843,CA,861,"(37.6820583, -121.7680531)",37.6820583,-121.7680531
836,CA,4,"(37.8227046, -121.27661)",37.8227046,-121.27661
865,CA,2,"(34.054935, -118.244476)",34.054935,-118.244476
866,CA,3,"(34.054935, -118.244476)",34.054935,-118.244476
889,CA,193,"(36.9225615, -121.8517849)",36.9225615,-121.8517849
890,CA,27,"(38.0103311, -122.1298309)",38.0103311,-122.1298309
891,CA,16,"(39.1457247, -121.5913516)",39.1457247,-121.5913516
892,CA,1,"(33.6441733, -117.7227729)",33.6441733,-117.7227729
893,CA,11,"(33.72007, -85.8181311597083)",33.72007,-85.8181311597
894,CA,1,"(39.0016485, -121.035675379152)",39.0016485,-121.035675379
895,CA,2,"(33.5511969, -116.0697082226)",33.5511969,-116.069708223
896,CA,1,"(-34.7373769, -56.0904524)",-34.7373769,-56.0904524
898,CA,6368,"(37.4538274, -122.1821871)",37.4538274,-122.1821871
899,CA,1,"(37.4550613, -122.182723)",37.4550613,-122.182723
900,CA,166,"(37.3029568, -120.4843269)",37.3029568,-120.4843269
901,CA,1,"(42.8375042, -71.497461635926)",42.8375042,-71.4974616359
583,CA,148,"(34.002581, -118.156586)",34.002581,-118.156586
897,CA,4,"(33.6864432, -117.1770437)",33.6864432,-117.1770437
887,CA,3,"(36.6900785, -121.800639830262)",36.6900785,-121.80063983
886,CA,1,"(35.058858, -119.4009509)",35.058858,-119.4009509
885,CA,20,"(37.7986184, -121.2117148)",37.7986184,-121.2117148
868,CA,2,"(34.10058125, -118.332100932912)",34.10058125,-118.332100933
872,CA,18,"(37.0592253, -120.8505342)",37.0592253,-120.8505342
874,CA,1684,"(37.226611, -121.9746797)",37.226611,-121.9746797
875,CA,1,"(37.226611, -121.9746797)",37.226611,-121.9746797
876,CA,1,"(34.6677646, -120.114847)",34.6677646,-120.114847
877,CA,7,"(35.632387, -119.677656944379)",35.632387,-119.677656944
878,CA,16,"(33.9303225, -118.2114933)",33.9303225,-118.2114933
879,CA,49,"(37.1716264, -119.7737991)",37.1716264,-119.7737991
880,CA,1,"(39.8219895, -121.610654486577)",39.8219895,-121.610654487
881,CA,113,"(34.035591, -118.689423)",34.035591,-118.689423
882,CA,4,"(37.6268015, -118.846749997302)",37.6268015,-118.846749997
883,CA,118,"(33.895497, -118.400345)",33.895497,-118.400345
827,CA,1,"(34.1403352, -117.8984303)",34.1403352,-117.8984303
744,CA,3,"(33.8284787, -118.0743137)",33.8284787,-118.0743137
826,CA,3,"(32.85041, -116.896001339709)",32.85041,-116.89600134
824,CA,2,"(37.5990811, -118.9985362)",37.5990811,-118.9985362
767,CA,264,"(33.6783336, -118.0000166)",33.6783336,-118.0000166
768,CA,20,"(33.9816812, -118.2250725)",33.9816812,-118.2250725
769,CA,2,"(40.6173635, -123.4525362)",40.6173635,-123.4525362
770,CA,6,"(33.0305487, -115.3595666)",33.0305487,-115.3595666
771,CA,2,"(32.5839444, -117.1130849)",32.5839444,-117.1130849
772,CA,1,"(34.0107858, -118.4484884)",34.0107858,-118.4484884
765,CA,4,"(37.5969577, -120.8660083)",37.5969577,-120.8660083
774,CA,9,"(33.996821, -117.886110575478)",33.996821,-117.886110575
781,CA,10746,"(33.6856969, -117.8259819)",33.6856969,-117.8259819
782,CA,4,"(41.9736542, -88.0296744073499)",41.9736542,-88.0296744073
775,CA,75,"(33.96185, -118.3550377)",33.96185,-118.3550377
783,CA,1,"(33.6862371, -117.8260552)",33.6862371,-117.8260552
764,CA,2,"(34.4422871, -118.4777158)",34.4422871,-118.4777158
762,CA,4,"(32.8104966, -115.3794264)",32.8104966,-115.3794264
746,CA,786,"(37.6688205, -122.0807964)",37.6688205,-122.0807964
747,CA,14,"(38.610516, -122.881340743805)",38.610516,-122.881340744
748,CA,1,"(34.7438754, -117.324492)",34.7438754,-117.324492
749,CA,29,"(33.778562, -117.035766636246)",33.778562,-117.035766636
750,CA,2,"(37.4793824, -122.16552)",37.4793824,-122.16552
751,CA,193,"(38.0171441, -122.2885808)",38.0171441,-122.2885808
752,CA,42,"(33.86428, -118.39591)",33.86428,-118.39591
763,CA,1,"(21.2746766, -157.8156403)",21.2746766,-157.8156403
753,CA,3,"(36.8366136, -119.9173752)",36.8366136,-119.9173752
755,CA,2,"(34.1099469, -118.1969828)",34.1099469,-118.1969828
756,CA,9,"(40.4978545, -74.7569311)",40.4978545,-74.7569311
758,CA,36,"(37.4085479, -120.8502035)",37.4085479,-120.8502035
759,CA,22,"(36.8524545, -121.4016021)",36.8524545,-121.4016021
761,CA,249,"(34.1028268, -118.3299899)",34.1028268,-118.3299899
754,CA,4,"(34.4263886, -117.3008784)",34.4263886,-117.3008784
784,CA,111,"(34.1069527, -117.9353413)",34.1069527,-117.9353413
785,CA,1,"(38.3488024, -120.7741018)",38.3488024,-120.7741018
786,CA,15,"(32.7169988, -116.8761347)",32.7169988,-116.8761347
809,CA,15,"(34.1827738, -118.909492286609)",34.1827738,-118.909492287
810,CA,67,"(34.1008426, -117.7678355)",34.1008426,-117.7678355
811,CA,10,"(33.5510165, -117.6385401)",33.5510165,-117.6385401
812,CA,94,"(37.8857582, -122.1180201)",37.8857582,-122.1180201
814,CA,45,"(33.5420888, -117.7834147)",33.5420888,-117.7834147
817,CA,1,"(33.5948758, -117.6882067)",33.5948758,-117.6882067
818,CA,37,"(33.5225261, -117.7075526)",33.5225261,-117.7075526
820,CA,1,"(33.6155059, -117.706129448358)",33.6155059,-117.706129448
821,CA,2,"(34.1811656, -118.495236001433)",34.1811656,-118.495236001
822,CA,12,"(33.6680772, -117.3272615)",33.6680772,-117.3272615
823,CA,630,"(33.6155059, -117.706129448358)",33.6155059,-117.706129448
816,CA,122,"(33.5948758, -117.6882067)",33.5948758,-117.6882067
806,CA,17,"(34.01979, -117.9503677)",34.01979,-117.9503677
805,CA,326,"(34.194769, -118.959114)",34.194769,-118.959114
804,CA,68,"(33.9060971, -118.0107092)",33.9060971,-118.0107092
787,CA,1,"(40.4978545, -74.7569311)",40.4978545,-74.7569311
788,CA,1,"(34.1265262, -116.320934912149)",34.1265262,-116.320934912
789,CA,2,"(33.9798472, -117.4515754)",33.9798472,-117.4515754
791,CA,5,"(37.9519958, -122.5572116)",37.9519958,-122.5572116
792,CA,1,"(36.7235543, -120.0599144)",36.7235543,-120.0599144
793,CA,2,"(36.2127439, -121.1260287)",36.2127439,-121.1260287
794,CA,3,"(36.5138398, -119.5538929)",36.5138398,-119.5538929
795,CA,2,"(37.2045719, -99.8133765)",37.2045719,-99.8133765
796,CA,2,"(34.1827738, -118.909492286609)",34.1827738,-118.909492287
797,CA,4,"(61.0666922, -107.9917071)",61.0666922,-107.9917071
798,CA,3,"(34.1998302, -118.2005236)",34.1998302,-118.2005236
799,CA,6,"(34.2239835, -118.2403974)",34.2239835,-118.2403974
800,CA,26,"(33.9330156, -117.944777)",33.9330156,-117.944777
801,CA,3,"(33.9604546, -117.9504255)",33.9604546,-117.9504255
802,CA,2173,"(32.8335005, -117.2616203)",32.8335005,-117.2616203
803,CA,9,"(32.7678288, -117.0230839)",32.7678288,-117.0230839
825,CA,2,"(39.0429506, -122.9158293)",39.0429506,-122.9158293
582,CA,20,"(34.0739016, -117.3136547)",34.0739016,-117.3136547
580,CA,23,"(36.16099095, -120.294545683097)",36.16099095,-120.294545683
1062,CA,1,"(38.908798, -123.6930726)",38.908798,-123.6930726
1063,CA,8,"(37.9240915, -122.3891383)",37.9240915,-122.3891383
1064,CA,287,"(34.0553813, -117.7517496)",34.0553813,-117.7517496
1065,CA,1,"(34.151579, -119.200043)",34.151579,-119.200043
1066,CA,3,"(34.1477829, -119.1951074)",34.1477829,-119.1951074
1067,CA,3,"(34.2772528, -118.548402042838)",34.2772528,-118.548402043
1068,CA,9,"(36.06523, -119.0167679)",36.06523,-119.0167679
1069,CA,1,"(33.8979116, -117.3105195)",33.8979116,-117.3105195
1070,CA,27,"(37.3841067, -122.2352443)",37.3841067,-122.2352443
1072,CA,2,"(37.7999124, -122.4638288)",37.7999124,-122.4638288
1073,CA,3,"(39.9309945, -120.953573947289)",39.9309945,-120.953573947
1075,CA,1,"(41.4034089, 2.1557069)",41.4034089,2.1557069
1076,CA,321,"(38.5890723, -121.302728)",38.5890723,-121.302728
1077,CA,203,"(34.0919481, -117.559778)",34.0919481,-117.559778
1079,CA,76,"(33.859592, -118.2106472)",33.859592,-118.2106472
1071,CA,253,"(32.9628234, -117.0358646)",32.9628234,-117.0358646
1060,CA,7,"(39.0207272, -121.5580176)",39.0207272,-121.5580176
1058,CA,10,"(33.700996, -117.771293)",33.700996,-117.771293
1039,CA,1,"(37.2516018, -122.3821927)",37.2516018,-122.3821927
1040,CA,306,"(38.270022, -122.606122413043)",38.270022,-122.606122413
1041,CA,5,"(33.699151, -117.7769286)",33.699151,-117.7769286
1042,CA,42,"(33.9830688, -118.096735)",33.9830688,-118.096735
1043,CA,1,"(31.36757445, -92.40914385)",31.36757445,-92.40914385
1044,CA,7,"(38.0043667, -122.2988587)",38.0043667,-122.2988587
1045,CA,2,"(33.7312058, -117.7697509)",33.7312058,-117.7697509
1046,CA,321,"(38.0181745, -121.8901232)",38.0181745,-121.8901232
1047,CA,1,"(35.9685649, -119.2917785)",35.9685649,-119.2917785
1048,CA,1,"(32.8740562, -117.211818948202)",32.8740562,-117.211818948
1049,CA,53,"(33.8714814, -117.8617337)",33.8714814,-117.8617337
1050,CA,2,"(38.7296252, -120.798546)",38.7296252,-120.798546
1051,CA,6,"(33.9550828, -118.4367496)",33.9550828,-118.4367496
1052,CA,244,"(33.9727898, -118.4275776)",33.9727898,-118.4275776
1053,CA,1,"(38.8237881, -121.4838455)",38.8237881,-121.4838455
1054,CA,56,"(37.9479786, -122.0607963)",37.9479786,-122.0607963
1055,CA,6257,"(37.6624312, -121.8746789)",37.6624312,-121.8746789
1080,CA,11,"(33.770859, -116.426874023456)",33.770859,-116.426874023
1082,CA,18,"(33.7483311, -118.3707683)",33.7483311,-118.3707683
1083,CA,13,"(33.02419495, -117.198151584646)",33.02419495,-117.198151585
1108,CA,6,"(34.1064001, -117.3703235)",34.1064001,-117.3703235
1109,CA,1,"(34.1064001, -117.3703235)",34.1064001,-117.3703235
1110,CA,1,"(35.7966198, -119.1078814)",35.7966198,-119.1078814
1111,CA,116,"(37.9357576, -122.3477486)",37.9357576,-122.3477486
1112,CA,1,"(39.4937751, -121.7446978)",39.4937751,-121.7446978
1113,CA,8,"(35.6225064, -117.6699414)",35.6225064,-117.6699414
1114,CA,9,"(37.741595, -121.1243828)",37.741595,-121.1243828
1115,CA,1,"(37.7360396, -120.9354895)",37.7360396,-120.9354895
1116,CA,547,"(33.9533546, -117.3961623)",33.9533546,-117.3961623
1117,CA,86,"(38.7907339, -121.2357828)",38.7907339,-121.2357828
1118,CA,2,"(38.2440815, -122.1221906)",38.2440815,-122.1221906
1119,CA,29,"(38.3396367, -122.7010984)",38.3396367,-122.7010984
1120,CA,2,"(33.7668041, -118.3496623)",33.7668041,-118.3496623
1122,CA,22,"(33.7877943, -118.3581284)",33.7877943,-118.3581284
1123,CA,1,"(35.3777238, -119.145658615811)",35.3777238,-119.145658616
1124,CA,264,"(34.0676169, -118.0879763)",34.0676169,-118.0879763
1106,CA,1,"(37.6489581, -122.4588574)",37.6489581,-122.4588574
1038,CA,12,"(33.7825194, -117.2286478)",33.7825194,-117.2286478
1105,CA,12,"(34.2011156, -118.5364742)",34.2011156,-118.5364742
1103,CA,7,"(36.5969275, -119.450270101581)",36.5969275,-119.450270102
1084,CA,138,"(33.6408845, -117.6029341)",33.6408845,-117.6029341
1085,CA,1,"(33.6408845, -117.6029341)",33.6408845,-117.6029341
1088,CA,16,"(40.1784886, -122.2358302)",40.1784886,-122.2358302
1089,CA,39,"(40.5863563, -122.3916754)",40.5863563,-122.3916754
1090,CA,780,"(34.072662, -117.093417)",34.072662,-117.093417
1091,CA,69,"(33.8455911, -118.3886766)",33.8455911,-118.3886766
1094,CA,21,"(34.1842405, -118.887086)",34.1842405,-118.887086
1095,CA,2,"(37.4863239, -122.2325233)",37.4863239,-122.2325233
1096,CA,1,"(37.5318804, -122.2480219)",37.5318804,-122.2480219
1097,CA,6071,"(37.4863239, -122.2325233)",37.4863239,-122.2325233
1098,CA,1,"(37.4863239, -122.2325233)",37.4863239,-122.2325233
1099,CA,1,"(37.53034255, -122.258505480742)",37.53034255,-122.258505481
1100,CA,6631,"(37.5318804, -122.2480219)",37.5318804,-122.2480219
1104,CA,3,"(14.136873, -87.2820704)",14.136873,-87.2820704
1126,CA,432,"(38.72338, -121.185878261131)",38.72338,-121.185878261
1037,CA,11,"(36.5672414, -121.9442134)",36.5672414,-121.9442134
1035,CA,2,"(33.3033679, -116.9814167)",33.3033679,-116.9814167
971,CA,1,"(39.5773839, -123.7747388)",39.5773839,-123.7747388
972,CA,1053,"(33.6170092, -117.9294401)",33.6170092,-117.9294401
973,CA,1,"(33.6170092, -117.9294401)",33.6170092,-117.9294401
974,CA,1,"(33.628544, -117.952466)",33.628544,-117.952466
975,CA,3,"(32.750298, -117.223137)",32.750298,-117.223137
976,CA,9,"(35.0358216, -120.496418915962)",35.0358216,-120.496418916
977,CA,8,"(33.9323307, -117.5508901)",33.9323307,-117.5508901
978,CA,1,"(38.615918, -121.483449)",38.615918,-121.483449
970,CA,2,"(34.3798765, -118.5291917)",34.3798765,-118.5291917
979,CA,3,"(39.3178273, -120.3572125)",39.3178273,-120.3572125
981,CA,1,"(39.3789753, -122.6486268)",39.3789753,-122.6486268
983,CA,2,"(38.6710975, -121.387953818046)",38.6710975,-121.387953818
984,CA,26,"(34.239054, -118.478622)",34.239054,-118.478622
985,CA,687,"(34.1729044, -118.3740371)",34.1729044,-118.3740371
987,CA,241,"(34.2285918, -118.5369316)",34.2285918,-118.5369316
